Publication.Year,Study.Name,Study.Name.numbered,Title,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Location,Latitude,Longitude,Wild.Managed.Captive,Population.Type,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size.Study,Av.Clutch.Size.Mean,Clutch.Size.Cooney,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition
2008,de Marsico et al. 2008,de Marsico et al. 2008 (02),Differential reproductive success favours strong host preference in a highly specialized brood parasite,YES,YES,YES,2003,2006,4,Passeriformes,Icteridae,Screaming Cowbird,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,LC,LC,LC,Non-threatened,Non-threatened,NA,,"El Destino, near Magdalena, Buenos Aires Province, Argentina",-35.133333,-57.383333,Wild managed,Parasitising House Wren,Natural,Yes,No,No,No,No,No,No,No,30,70,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,20,14,"""",Proportion of eggs present at the end of incubation that hatched,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2008,de Marsico et al. 2008,de Marsico et al. 2008 (03),Differential reproductive success favours strong host preference in a highly specialized brood parasite,YES,YES,YES,2003,2006,4,Passeriformes,Icteridae,Screaming Cowbird,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,LC,LC,LC,Non-threatened,Non-threatened,NA,,"El Destino, near Magdalena, Buenos Aires Province, Argentina",-35.133333,-57.383333,Wild,Parasitising Bay-winged Cowbird,Natural,No,No,No,No,No,No,No,No,16.12903226,83.87096774,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,31,26,"""",Proportion of eggs present at the end of incubation that hatched,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2010,de Marsico et al. 2010,de Marsico et al. 2010 (01),Reproductive success and nestling growth of the Baywing parasitized by Screaming and Shiny Cowbirds,YES,YES,NO,2002,2007,5,Passeriformes,Icteridae,Greyish Baywing/Baywing,Agelaioides_badius,Agelaioides_badius,Agelaioides_badius,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"El Destino, near Magdalena, Buenos Aires Province, Argentina",-35.133333,-57.383333,Wild,,Natural,No,No,No,No,No,No,No,No,12,88,NA,NA,,,NA,4.0 ± 0.1,4,NA,NA,NA,NA,NA,NA,54,NA,54,NA,216,NA,NA,NA,216,190.08,"""",Proportion of host or parasite eggs that hatched from those that survived until the end of incubation in nests that survived until the nestling stage,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period in nests that survived until the nestling stage,NA,NA,NA
2010,de Marsico et al. 2010,de Marsico et al. 2010 (02),Reproductive success and nestling growth of the Baywing parasitized by Screaming and Shiny Cowbirds,YES,YES,NO,2002,2007,5,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"El Destino, near Magdalena, Buenos Aires Province, Argentina",-35.133333,-57.383333,Wild,,Natural,No,No,No,No,No,No,No,No,6,94,NA,NA,,,NA,1.4 ± 0.1,1.4,NA,NA,NA,NA,NA,NA,18,NA,18,NA,25.2,NA,NA,NA,25.2,23.688,"""",Proportion of host or parasite eggs that hatched from those that survived until the end of incubation in nests that survived until the nestling stage,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period in nests that survived until the nestling stage,NA,NA,NA
2010,de Marsico et al. 2010,de Marsico et al. 2010 (03),Reproductive success and nestling growth of the Baywing parasitized by Screaming and Shiny Cowbirds,YES,YES,NO,2002,2007,5,Passeriformes,Icteridae,Screaming Cowbird,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,LC,LC,LC,Non-threatened,Non-threatened,NA,,"El Destino, near Magdalena, Buenos Aires Province, Argentina",-35.133333,-57.383333,Wild,,Natural,No,No,No,No,No,No,No,No,8,92,NA,NA,,,NA,5.0 ± 0.3,5,NA,NA,NA,NA,NA,NA,40,NA,40,NA,200,NA,NA,NA,200,184,"""",Proportion of host or parasite eggs that hatched from those that survived until the end of incubation in nests that survived until the nestling stage,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period in nests that survived until the nestling stage,NA,NA,NA
2018,de Zwaan & Martin 2018,de Zwaan & Martin 2018,Substrate and structure of ground nests have fitness consequences for an alpine songbird,YES,YES,NO,2015,2016,2,Passeriformes,Alaudidae,Horned Lark,Eremophila_alpestris,Eremophila_alpestris,Eremophila_alpestris,LC,LC,LC,Non-threatened,Non-threatened,NA,,"British Columbia, Canada",54.8,-127.3,Wild,,Natural,No,No,No,No,No,No,No,No,6.5,93.5,0,0,,,NA,NA,NA,3.3575,NA,NA,NA,NA,NA,106,NA,106,400,NA,355.895,NA,NA,400,374,"""","Probability that an egg will hatch given no predation prior to hatching, measured as the proportion of eggs within a nest that hatched",Percentage/Proportion of eggs that hatched per clutch/nest excluding predation,NA,NA,NA
2019,Debata et al. 2019,Debata et al. 2019,Breeding ecology and causes of nest failure in the Indian Skimmer Rynchops albicollis,YES,YES,NO,2017,2018,2,Charadriiformes,Laridae,Indian Skimmer,Rynchops_albicollis,Rynchops_albicollis,Rynchops_albicollis,VU,VU,VU,Threatened,Threatened,NA,,"Mahanadi River, Odisha, eastern India",20.400086,85.6672225,Wild,,Natural,No,No,No,No,No,No,No,No,0,100,0,0,,,NA,"2.73 ± 0.10, 2.99 ± 0.08",2.86,NA,NA,NA,NA,NA,NA,141,NA,141,344,403.26,NA,NA,NA,344,344,"""",Proportion of successful nests to total number of monitored nests,Percentage/Proportion of successful clutches/nests (at least one egg hatched) out of total monitored clutches/nests,NA,NA,NA
2011,Deeming & Du Feu 2011,Deeming & Du Feu 2011 (01),Long-term patterns in egg mortality during incubation and chick mortality during rearing in three species of tits in an English woodland,YES,YES,YES,1979,2008,30,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Treswell Wood, near Retford, Nottinghamshire, UK",53.3,-0.85,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,7,93,0.8,NA,,,NA,9.3 ± 0.2,9.3,7.7625,NA,NA,NA,NA,NA,654,NA,654,NA,6082.2,5076.675,NA,NA,6082.2,5656.446,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2011,Deeming & Du Feu 2011,Deeming & Du Feu 2011 (02),Long-term patterns in egg mortality during incubation and chick mortality during rearing in three species of tits in an English woodland,YES,YES,YES,1979,2008,30,Passeriformes,Paridae,Great Tit,Parus_major,Parus_major,Parus_major,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Treswell Wood, near Retford, Nottinghamshire, UK",53.3,-0.85,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,10.1,89.9,1.2,NA,,,NA,8.3 ± 0.2,8.3,8.4625,NA,NA,NA,NA,NA,399,NA,399,NA,3311.7,3376.5375,NA,NA,3311.7,2977.2183,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2011,Deeming & Du Feu 2011,Deeming & Du Feu 2011 (03),Long-term patterns in egg mortality during incubation and chick mortality during rearing in three species of tits in an English woodland,YES,YES,YES,1979,2008,21,Passeriformes,Paridae,Coal Tit,Periparus_ater/Parus_ater,Periparus_ater,Parus_ater,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Treswell Wood, near Retford, Nottinghamshire, UK",53.3,-0.85,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,8.7,91.3,2.4,NA,,,NA,9.7 ± 0.2,9.7,6.175,NA,NA,NA,NA,NA,52.5,NA,52.5,NA,509.25,324.1875,NA,NA,509.25,464.94525,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2004,Delport et al. 2004,Delport et al. 2004 (01),"Structure of an African Red-Billed Hornbill (Tockus erythrorhynchus rufirostris and T. e. damarensis) hybrid zone as revealed by morphology, behavior, and breeding biology",YES,YES,NO,1999,2000,2,Bucerotiformes,Bucerotidae,Damara Hornbill/Damaraland Red-billed Hornbill,Tockus_damarensis/Tockus_erythrorhynchus_damarensis,Tockus_damarensis,Tockus_erythrorhynchus,SUBSPECIES,LC,LC,Non-threatened,Non-threatened,NA,Not Evaluated,"Otavi Mountains region, northern Namibia",-19.333333,17.35,Wild managed,Homospecific pairs,Natural,Yes,No,No,No,No,No,No,No,0,100,0,NA,,,NA,4.67 ± 0.21,4.67,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not stated,Not stated,Not stated,NA,NA,NA
2004,Delport et al. 2004,Delport et al. 2004 (02),"Structure of an African Red-Billed Hornbill (Tockus erythrorhynchus rufirostris and T. e. damarensis) hybrid zone as revealed by morphology, behavior, and breeding biology",YES,YES,NO,1999,2000,2,Bucerotiformes,Bucerotidae,Southern African Red-billed Hornbill,Tockus_erythrorhynchus_rufirostris,Tockus_erythrorhynchus_rufirostris,Tockus_erythrorhynchus,SUBSPECIES,Not Evaluated (NE),LC,NA,Non-threatened,LC,Not Evaluated,"Otavi Mountains region, northern Namibia",-19.333333,17.35,Wild managed,Homospecific pairs,Natural,Yes,No,No,No,No,No,No,No,0,100,0,NA,,,NA,4.67 ± 0.21,4.67,3.35,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not stated,Not stated,Not stated,NA,NA,NA
2011,Deng et al. 2011,Deng et al. 2011 (01),Conspecific brood parasitism and nesting biology of Mandarin Ducks (Aix galericulata) in Northeastern China,YES,YES,NO,2004,2009,6,Anseriformes,Anatidae,Mandarin Duck,Aix_galericulata,Aix_galericulata,Aix_galericulata,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Zuojia Nature Reserve, northeast China",44.5916667,126.5250002,Wild managed,Parasitised (conspecific brood parasitism),Natural,Yes,No,No,No,No,No,No,No,16.5,83.5,NA,3.9,,,NA,NA,NA,10.725,NA,NA,NA,NA,NA,16,NA,16,NA,NA,171.6,NA,NA,171.6,143.286,Not stated,Not stated,Not stated,NA,NA,NA
2011,Deng et al. 2011,Deng et al. 2011 (02),Conspecific brood parasitism and nesting biology of Mandarin Ducks (Aix galericulata) in Northeastern China,YES,YES,NO,2004,2009,6,Anseriformes,Anatidae,Mandarin Duck,Aix_galericulata,Aix_galericulata,Aix_galericulata,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Zuojia Nature Reserve, northeast China",44.5916667,126.5250002,Wild managed,Un-parasitised,Natural,Yes,No,No,No,No,No,No,No,11.3,88.7,NA,3.2,,,NA,9.7 ± 1.6,9.7,10.725,NA,NA,NA,NA,NA,7,NA,7,NA,67.9,75.075,NA,NA,67.9,60.2273,Not stated,Not stated,Not stated,NA,NA,NA
2011,Di Giacomo & Reboreda 2011,Di Giacomo & Reboreda 2011 (01),Effects of grassland burning on reproductive success of globally threatened Strange-tailed Tyrants Alectrurus risora,YES,YES,YES,2004,2005,2,Passeriformes,Tyrannidae,Strange-tailed Tyrant,Alectrurus_risora,Alectrurus_risora,Alectrurus_risora,VU,VU,VU,Threatened,Threatened,NA,,"﻿Reserva El Bagual, Formosa, Argentina",-26.306389,-58.823611,Wild,Prior to prescribed fire,Natural,No,No,No,No,No,No,No,No,11,89,4,NA,,,NA,2.53 ± 0.11,2.53,3,NA,NA,NA,NA,NA,22,NA,22,NA,55.66,66,NA,NA,55.66,49.5374,"""",Number of hatchlings divided by the number of eggs present in the nest at the time of hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2011,Di Giacomo & Reboreda 2011,Di Giacomo & Reboreda 2011 (02),Effects of grassland burning on reproductive success of globally threatened Strange-tailed Tyrants Alectrurus risora,YES,YES,YES,2007,2008,2,Passeriformes,Tyrannidae,Strange-tailed Tyrant,Alectrurus_risora,Alectrurus_risora,Alectrurus_risora,VU,VU,VU,Threatened,Threatened,NA,,"﻿Reserva El Bagual, Formosa, Argentina",-26.306389,-58.823611,Wild,Post prescribed fire,Natural,No,No,No,No,No,No,No,No,8,92,4,NA,,,NA,2.79 ± 0.12,2.79,3,NA,NA,NA,NA,NA,25,NA,25,NA,69.75,75,NA,NA,69.75,64.17,"""",Number of hatchlings divided by the number of eggs present in the nest at the time of hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2011,Di Giacomo & Reboreda 2011,Di Giacomo & Reboreda 2011 (03),Effects of grassland burning on reproductive success of globally threatened Strange-tailed Tyrants Alectrurus risora,YES,YES,YES,2006,2006,1,Passeriformes,Tyrannidae,Strange-tailed Tyrant,Alectrurus_risora,Alectrurus_risora,Alectrurus_risora,VU,VU,VU,Threatened,Threatened,NA,,"﻿Reserva El Bagual, Formosa, Argentina",-26.306389,-58.823611,Wild,Year of prescribed fire,Natural,No,No,No,No,No,No,No,No,21,79,5,NA,,,NA,2.79 ± 0.13,2.79,3,NA,NA,NA,NA,NA,16,NA,16,NA,44.64,48,NA,NA,44.64,35.2656,"""",Number of hatchlings divided by the number of eggs present in the nest at the time of hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2015,Di Giacomo & Reboreda 2015,Di Giacomo & Reboreda 2015 (01),"Reproductive success of the specialist brood parasite Screaming Cowbird in an alternative host, the Chopi Blackbird",YES,YES,YES,1997,2008,11,Passeriformes,Icteridae,Screaming Cowbird,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Estancia ""El Bagual"", Formosa Province, Argentina",-26.304861,-58.830861,Wild managed,Parasitising Chopi Blackbirds,Natural,Yes,No,No,No,No,No,No,No,48,52,5,NA,,,NA,3.1 ± 0.2,3.1,NA,NA,NA,NA,NA,NA,63,NA,63,NA,195.3,NA,NA,NA,195.3,101.556,"""",Number of hatchlings divided by the number of eggs before hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2015,Di Giacomo & Reboreda 2015,Di Giacomo & Reboreda 2015 (02),"Reproductive success of the specialist brood parasite Screaming Cowbird in an alternative host, the Chopi Blackbird",YES,YES,YES,1996,2008,12,Passeriformes,Icteridae,Screaming Cowbird,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,Molothrus_rufoaxillaris,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Estancia ""El Bagual"", Formosa Province, Argentina",-26.304861,-58.830861,Wild managed,Parasitising Bay-winged Cowbird nests,Natural,Yes,No,No,No,No,No,No,No,8,92,8,NA,,,NA,2.7 ± 0.2,2.7,NA,NA,NA,NA,NA,NA,8,NA,8,NA,21.6,NA,NA,NA,21.6,19.872,"""",Number of hatchlings divided by the number of eggs before hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,Not stated,Not stated,NA
2011,Di Giacomo et al. 2011,Di Giacomo et al. 2011,"Male and female reproductive success in a threatened polygynous species: The Strange-tailed Tyrant, Alectrurus risora",YES,YES,NO,2000,2008,8,Passeriformes,Tyrannidae,Strange-tailed Tyrant,Alectrurus_risora,Alectrurus_risora,Alectrurus_risora,VU,VU,VU,Threatened,Threatened,NA,,"﻿Reserva El Bagual, province of Formosa, Argentina",-26.304861,-58.830861,Wild,,Natural,No,No,No,No,No,No,No,No,14,86,2,NA,,,NA,2.9 ± 0.03,2.9,3,NA,NA,NA,NA,NA,110,NA,110,NA,319,330,NA,NA,319,274.34,"""",Number of hatchlings divided by the number of eggs present in the nest at the time of hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA
2011,Dias 2011,Dias 2011,"Nesting biology of the Yellow-faced Parrot (Alipiopsitta xanthops), a species without nest-site fidelity: an indication of high cavity availability?",YES,YES,NO,2007,2009,3,Psittaciformes,Psittacidae,Yellow-faced Amazon/Yellow-faced Parrot,Alipiopsitta_xanthops,Alipiopsitta_xanthops,Alipiopsitta_xanthops,NT,NT,NT,Non-threatened,Non-threatened,NA,,"﻿Fazenda Água Limpa, central Brazil",-15.933333,-47.916667,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,8,92,0,0,,,NA,2.2 ± 0.6,2.2,NA,NA,NA,NA,NA,NA,9,NA,9,NA,19.8,NA,NA,NA,19.8,18.216,Not stated,Not stated,Not stated,NA,NA,NA
2009,Dieter & Anderson 2009,Dieter & Anderson 2009,Reproductive success and brood movements of Giant Canada Geese in Eastern South Dakota,YES,YES,NO,2001,2004,4,Anseriformes,Anatidae,Giant Canada Goose,Branta_canadensis_maxima,Branta_canadensis_maxima,Branta_canadensis,SUBSPECIES,Not Evaluated (NE),LC,NA,Non-threatened,LC,Not Evaluated,"﻿Northeastern South Dakota, USA",45.143964,-98.183591,Wild,,Natural,No,No,No,No,No,No,No,No,5.907172996,94.092827,0,0,,,NA,5.73 ± 0.17,5.73,5.175,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,237,223,"""",Percentage of eggs hatched from only successful nests (having at least one egg hatch); [﻿Egg success] Percentage of eggs that hatched from all nests,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,[Egg Success] Percentage of eggs that hatched from all nests
2020,Diez-Méndez 2020,Diez-Méndez 2020,The role of partial incubation and egg repositioning within the clutch in hatching asynchrony and subsequent effects on breeding success,YES,YES,NO,2014,2014,1,Passeriformes,Paridae,Great Tit,Parus_major,Parus_major,Parus_major,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Valencia, Eastern Spain",39.7,-0.25,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,17.64705882,82.35294118,0,0,,,NA,9 ± 1.37,9,8.4625,20 nests had eggs replaced by fake eggs as they were laid to investigate the relative effects of egg repositioning and partial incubation on hatching asynchrony,NA,NA,NA,NA,17,NA,17,153,153,143.8625,NA,NA,153,126,"""",Proportion of hatched eggs relative to the clutch size,Percentage/Proportion of eggs that hatched relative to clutch size,NA,NA,NA
2018,Djelailia et al. 2018,Djelailia et al. 2018,Distribution and breeding ecology of the Ferruginous Duck Aythya nyroca in Algeria,YES,NO,NO,2011,2011,1,Anseriformes,Anatidae,Ferruginous Duck,Aythya_nyroca,Aythya_nyroca,Aythya_nyroca,NT,NT,NT,Non-threatened,Non-threatened,NA,,"Lake Tonga, El Kala National Park, Algeria",36.883333,8.516667,Wild,,Natural,No,No,No,No,No,No,No,No,25,75,NA,NA,,,NA,13.3 ± 6.0,13.3,8.975,NA,NA,NA,NA,NA,26,NA,26,NA,345.8,233.35,NA,NA,345.8,259.35,NA,NA,NA,NA,NA,NA
2008,Djerdali et al. 2008,Djerdali et al. 2008 (01),Food supply and external cues limit the clutch size and hatchability in the White Stork Ciconia ciconia,YES,YES,YES,2002,2004,2,Ciconiiformes,Ciconiidae,White Stork,Ciconia_ciconia,Ciconia_ciconia,Ciconia_ciconia,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Ain Azel, northern Algeria",35.816667,5.516667,Wild,No extra food,Natural,No,No,No,No,No,No,No,No,26.4,73.6,NA,20,,,NA,3.68 ± 0.74,3.68,3.7666665,NA,NA,NA,NA,NA,NA,36,36,NA,132.48,135.599994,NA,NA,132.48,97.50528,"""",Calculated on the basis of the eggs that failed to hatch per clutch,Percentage/Proportion of eggs that hatched per clutch/nest,Not stated,Not stated,NA
2008,Djerdali et al. 2008,Djerdali et al. 2008 (02),Food supply and external cues limit the clutch size and hatchability in the White Stork Ciconia ciconia,YES,YES,YES,2002,2004,3,Ciconiiformes,Ciconiidae,White Stork,Ciconia_ciconia,Ciconia_ciconia,Ciconia_ciconia,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Ain Azel, northern Algeria",35.816667,5.516667,Wild,Extra food,Natural,No,No,No,No,No,No,No,No,20.7,79.3,NA,25,,,NA,4.21 ± 0.79,4.21,3.7666665,NA,NA,NA,NA,NA,NA,104,104,NA,437.84,391.733316,NA,NA,437.84,347.20712,"""",Calculated on the basis of the eggs that failed to hatch per clutch,Percentage/Proportion of eggs that hatched per clutch/nest,Not stated,Not stated,NA
2011,Doherty & Heath 2011,Doherty & Heath 2011,"Factors affecting piping plover hatching success on Long Island, New York",YES,YES,YES,2006,2007,2,Charadriiformes,Charadriidae,Piping Plover,Charadrius_melodus,Charadrius_melodus,Charadrius_melodus,NT,NT,NT,Non-threatened,Non-threatened,NA,,"Long Island, New York, USA",40.792556,-73.135979,Wild managed,,Natural,No,No,No,No,Yes,No,No,No,9,91,2,NA,,,NA,3.6 ± 0.08,3.6,3.8225,NA,NA,NA,NA,NA,67,NA,67,NA,241.2,256.1075,NA,NA,241.2,219.492,"""",Probability that a chick will successfully hatch from an egg,Percentage/Proportion of eggs that hatched out of eggs laid [Apparent Hatching Success],"Number of eggs that hatched divided by number of eggs present at the end of the incubation period; excludes egg failure caused by depredation or other causes of physical destruction (e.g., hailstorms) that destroy eggs or prevent parental care","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to predation or physical destruction",[Apparent Hatching Success] Total number of eggs hatched divided by total number of eggs laid
2015,Dominguez et al. 2015,Dominguez et al. 2015 (01),Impact of Shiny Cowbird and botfly parasitism on the reproductive success of the globally endangered Yellow Cardinal Gubernatrix cristata,YES,YES,NO,2011,2012,2,Passeriformes,Thraupidae,Yellow Cardinal,Gubernatrix_cristata,Gubernatrix_cristata,Gubernatrix_cristata,EN,EN,EN,Threatened,Threatened,NA,,"Reserva Rincón del Socorro and Estancia La Paz, Province of Corrientes, north-east Argentina",-28.933333,-57.8,Wild,Parasitised by cowbirds,Natural,No,No,No,No,No,No,No,No,32,68,11,NA,,,NA,3 ± 0.12,3,NA,NA,NA,NA,NA,NA,NA,5,5,NA,15,NA,NA,NA,15,10.2,"""",Number of hatchlings divided by the number of eggs at the time of hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA
2015,Dominguez et al. 2015,Dominguez et al. 2015 (02),Impact of Shiny Cowbird and botfly parasitism on the reproductive success of the globally endangered Yellow Cardinal Gubernatrix cristata,YES,YES,NO,2011,2012,2,Passeriformes,Thraupidae,Yellow Cardinal,Gubernatrix_cristata,Gubernatrix_cristata,Gubernatrix_cristata,EN,EN,EN,Threatened,Threatened,NA,,"Reserva Rincón del Socorro and Estancia La Paz, Province of Corrientes, north-east Argentina",-28.933333,-57.8,Wild,Unparasitised,Natural,No,No,No,No,No,No,No,No,23,77,8,NA,,,NA,3 ± 0.12,3,NA,NA,NA,NA,NA,NA,NA,13,13,NA,39,NA,NA,NA,39,30.03,"""",Number of hatchlings divided by the number of eggs at the time of hatching,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA
2017,Dorset et al. 2017,Dorset et al. 2017 (01),Behavioral plasticity in response to perceived predation risk in breeding House Wrens,YES,YES,NO,2014,2015,2,Passeriformes,Troglodytidae,House Wren,Troglodytes_aedon,Troglodytes_aedon,Troglodytes_aedon,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Mackinaw Study Area, McLean County, Illinois, USA",40.668,-88.892,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,6,94,2,NA,,,NA,6-8 eggs,7,6.2825,Control (small-hole boxes),NA,NA,NA,NA,24,NA,24,NA,168,150.78,NA,NA,168,157.92,"""",Number of eggs that hatched divided by the number of eggs present at the end of incubation,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA
2017,Dorset et al. 2017,Dorset et al. 2017 (02),Behavioral plasticity in response to perceived predation risk in breeding House Wrens,YES,YES,NO,2014,2015,2,Passeriformes,Troglodytidae,House Wren,Troglodytes_aedon,Troglodytes_aedon,Troglodytes_aedon,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Mackinaw Study Area, McLean County, Illinois, USA",40.668,-88.892,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,5,95,2,NA,,,NA,6-8 eggs,7,6.2825,Experimental (large-hole boxes),NA,NA,NA,NA,16,NA,16,NA,112,100.52,NA,NA,112,106.4,"""",Number of eggs that hatched divided by the number of eggs present at the end of incubation,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA
2009,Doss et al. 2009,Doss et al. 2009,"Breeding biology of the Purple Swamphen (Porphyrio porphyrio) at Tirunelveli, South India",YES,YES,NO,2003,2004,2,Gruiformes,Rallidae,Purple Swamphen,Porphyrio_porphyrio,Porphyrio_porphyrio,Porphyrio_porphyrio,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Nainar Pond, Tirunelveli Town, South India",8.733333,77.733333,Wild,,Natural,No,No,No,No,No,No,No,No,12.65822785,87.34177215,0,0,,,NA,4.5 ± 1.5,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,79,69,Not stated,Not stated,Not stated,NA,NA,NA
2010,DuRant et al. 2010,DuRant et al. 2010 (01),Slight differences in incubation temperature affect early growth and stress endocrinology of wood duck (Aix sponsa) ducklings,YES,YES,YES,NA,NA,1,Anseriformes,Anatidae,Wood Duck,Aix_sponsa,Aix_sponsa,Aix_sponsa,NA,LC,LC,Non-threatened,Non-threatened,NA,,"Department of Energy's Savannah River Site, west-central South Carolina, USA",33.343994,-81.734944,Wild managed,Incubation Temperature = 35.0°C,Artificial,Yes,No,No,No,No,No,Yes,No,57,43,0,0,,,NA,12,12,11.525,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,52,22.36,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2010,DuRant et al. 2010,DuRant et al. 2010 (02),Slight differences in incubation temperature affect early growth and stress endocrinology of wood duck (Aix sponsa) ducklings,YES,YES,YES,NA,NA,1,Anseriformes,Anatidae,Wood Duck,Aix_sponsa,Aix_sponsa,Aix_sponsa,NA,LC,LC,Non-threatened,Non-threatened,NA,,"Department of Energy's Savannah River Site, west-central South Carolina, USA",33.343994,-81.734944,Wild managed,Incubation Temperature = 37.0°C,Artificial,Yes,No,No,No,No,No,Yes,No,50,50,0,0,,,NA,12,12,11.525,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,28,14,Not stated,Not stated,Not stated,Not stated,Not stated,NA
