Publication.Year,Study.Name,Study.Name.numbered,Title,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Location,Latitude,Longitude,Wild.Managed.Captive,Population.Type,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size.Study,Av.Clutch.Size.Mean,Clutch.Size.Cooney,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition
2007,Boessenkool et al. 2007,Boessenkool et al. 2007 (01),Large mainland populations of South Island robins retain greater genetic diversity than offshore island refuges,YES,YES,NO,2004,2004,1,Passeriformes,Petroicidae,South Island Robin [australis],Petroica_australis_australis,Petroica_australis_australis,Petroica_australis,SUBSPECIES,LC,LC,Non-threatened,Non-threatened,LC,Not threatened (NZTCS),"Motuara Island, New Zealand",-41.091951,174.27422,Wild,Translocated,Natural,No,No,No,No,No,No,No,No,36.6,63.4,8.7,NA,,2.7,NA,NA,NA,2.5625,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,43.2,NA,43.2,27.3888,"Proportion of eggs that failed to hatch relative to those surviving to the end of the incubation period, excluding nests that failed due to predation, desertion or accident","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or accident",NA,NA,NA
2007,Boessenkool et al. 2007,Boessenkool et al. 2007 (02),Large mainland populations of South Island robins retain greater genetic diversity than offshore island refuges,YES,YES,NO,2004,2004,1,Passeriformes,Petroicidae,South Island Robin [australis],Petroica_australis_australis,Petroica_australis_australis,Petroica_australis,SUBSPECIES,LC,LC,Non-threatened,Non-threatened,LC,Not threatened (NZTCS),"Ulva Island, New Zealand",-46.931534,168.125176,Wild,Translocated,Natural,No,No,No,No,No,No,No,No,15.6,84.4,7.4,NA,,2.7,NA,NA,NA,2.5625,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,43.2,NA,43.2,36.4608,"Proportion of eggs that failed to hatch relative to those surviving to the end of the incubation period, excluding nests that failed due to predation, desertion or accident","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or accident",NA,NA,NA
2007,Boessenkool et al. 2007,Boessenkool et al. 2007 (03),Large mainland populations of South Island robins retain greater genetic diversity than offshore island refuges,YES,YES,NO,2004,2004,1,Passeriformes,Petroicidae,South Island Robin [australis],Petroica_australis_australis,Petroica_australis_australis,Petroica_australis,SUBSPECIES,LC,LC,Non-threatened,Non-threatened,LC,Not threatened (NZTCS),"Eglington Valley (mainland), New Zealand",-45.060044,167.996401,Wild,Source,Natural,No,No,No,No,No,No,No,No,4.2,95.8,2.8,NA,,2.7,NA,NA,NA,2.5625,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,43.2,NA,43.2,41.3856,"Proportion of eggs that failed to hatch relative to those surviving to the end of the incubation period, excluding nests that failed due to predation, desertion or accident","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or accident",NA,NA,NA
2004,Boland 2004,Boland 2004,"Breeding biology of Rainbow Bee-Eaters (Merops ornatus): a migratory, colonial, cooperative bird",YES,YES,NO,1997,2001,5,Coraciiformes,Meropidae,Rainbow Bee-eater,Merops_ornatus,Merops_ornatus,Merops_ornatus,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,"Cooloola National Park, southeast Queensland, Australia",-26,153.033333,Wild,,Natural,No,No,No,No,No,No,No,No,23.38709677,76.61290323,0,0,,,NA,4.49 ± 0.87,4.49,4.7083335,NA,NA,NA,NA,NA,138,NA,138,620,619.62,649.750023,NA,NA,620,475,Not stated,Not stated,Not stated,NA,NA,NA
2020,Bollinger 2020,Bollinger 2020 (01),Incubation onset and hatching asynchrony in Eastern Bluebirds: Consequences for eggs and nestlings,YES,YES,YES,2008,2016,9,Passeriformes,Turdidae,Eastern Bluebird,Sialia_sialis,Sialia_sialis,Sialia_sialis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Coles County, east-central Illinois, USA",39.6,-88.2,Wild managed,Control,Natural,Yes,No,No,No,No,No,No,No,4,96,NA,8,,,NA,﻿4.48 ± 0.59 to 4.91 ± 0.56,4.695,4.43,Control,NA,NA,NA,NA,NA,144,144,NA,676.08,637.92,NA,NA,676.08,649.0368,"""",Number of eggs hatched/number laid,Percentage/Proportion of eggs that hatched out of eggs laid,Not stated,Not stated,NA
2020,Bollinger 2020,Bollinger 2020 (02),Incubation onset and hatching asynchrony in Eastern Bluebirds: Consequences for eggs and nestlings,YES,YES,YES,2008,2016,5,Passeriformes,Turdidae,Eastern Bluebird,Sialia_sialis,Sialia_sialis,Sialia_sialis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Coles County, east-central Illinois, USA",39.6,-88.2,Wild managed,Manipulated to hatch synchronously,Natural,Yes,No,No,No,No,No,No,No,2,98,NA,7,,,NA,﻿4.48 ± 0.59 to 4.91 ± 0.56,4.695,4.43,Manipulated to hatch synchronously,NA,NA,NA,NA,NA,106,106,NA,497.67,469.58,NA,NA,497.67,487.7166,"""",Number of eggs hatched/number laid,Percentage/Proportion of eggs that hatched out of eggs laid,Not stated,Not stated,NA
2020,Bollinger 2020,Bollinger 2020 (03),Incubation onset and hatching asynchrony in Eastern Bluebirds: Consequences for eggs and nestlings,YES,YES,YES,2010,2015,3,Passeriformes,Turdidae,Eastern Bluebird,Sialia_sialis,Sialia_sialis,Sialia_sialis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Coles County, east-central Illinois, USA",39.6,-88.2,Wild managed,Manipulated to hatch asynchronously,Natural,Yes,No,No,No,No,No,No,No,1,99,NA,95,,,NA,﻿4.48 ± 0.59 to 4.91 ± 0.56,4.695,4.43,Manipulated to hatch asynchronously,NA,NA,NA,NA,NA,59,59,NA,277.005,261.37,NA,NA,277.005,274.23495,"""",Number of eggs hatched/number laid,Percentage/Proportion of eggs that hatched out of eggs laid,Not stated,Not stated,NA
2018,Bollinger et al. 2018,Bollinger et al. 2018,Partial incubation during egg laying reduces eggshell microbial loads in a temperate-breeding passerine,YES,YES,YES,2000,2006,7,Passeriformes,Turdidae,Eastern Bluebird,Sialia_sialis,Sialia_sialis,Sialia_sialis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Coles County, east-central Illinois, USA",39.6,-88.2,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,7.6,92.4,0,0,,,NA,NA,NA,4.43,Removed eggs and held indoors for 4-6 days of 'incubation delay' then replaced; only control eggs included,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,118,109.032,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2017,Bouakkaz et al. 2017,Bouakkaz et al. 2017,"Breeding behaviour of the Kentish plover (Charadrius alexandrinus) in a salt marsh from the Eastern High Plateaux, northeast Algeria",YES,YES,NO,2014,2014,1,Charadriiformes,Charadriidae,Kentish Plover/Snowy Plover,Charadrius_alexandrinus,Charadrius_alexandrinus,Charadrius_alexandrinus,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Sebkhet Ouled M’Barek, ﻿﻿Algerian high plains, wilaya of Khenchela, northeast Algeria",35.394333,7.331547,Wild,,Natural,No,No,No,No,No,No,No,No,30.4,69.6,6.4,NA,,,NA,2.71 ± 0.58,2.71,2.985,NA,NA,NA,NA,NA,NA,45,45,122,121.95,134.325,NA,NA,122,84.912,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period [aka Hatching Rate],NA,NA,[Hatching Rate] Total number of hatchlings/total number of eggs in nests at hatching
2010,Brekke et al. 2010,Brekke et al. 2010,Sensitive males: Inbreeding depression in an endangered bird,YES,YES,NO,2006,2007,1,Passeriformes,Notiomystidae,Stitchbird/Hihi,Notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,VU,VU,VU,Threatened,Threatened,NA,,"Tiritiri Matangi Island, New Zealand",-36.6,174.883333,Wild managed,Reintroduced,Natural,Yes,Yes,No,No,Yes,No,No,No,35.4005168,64.5994832,0,0,,,NA,4.11 ± 0.04,4.11,4,NA,NA,NA,66,NA,NA,98,98,387,402.78,392,NA,NA,387,250,Not stated,Not stated,Not stated,NA,NA,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (01),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Passeriformes,Fringillidae,Redpoll,Acanthis_flammea/Carduelis_flammea,Acanthis_flammea,Carduelis_flammea,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,5.583756345,94.41624365,0,0,,,NA,NA,NA,4.925,NA,NA,NA,NA,NA,68,NA,68,NA,NA,334.9,NA,NA,334.9,316.2,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (02),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Passeriformes,Sturnidae,Common Myna,Acridotheres_tristis,Acridotheres_tristis,Acridotheres_tristis,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,19.24703892,80.75296108,0,0,,,NA,NA,NA,4.375,NA,NA,NA,NA,NA,14,NA,14,NA,NA,61.25,NA,NA,61.25,49.46118866,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (03),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Passeriformes,Alaudidae,Eurasian Skylark/Skylark,Alauda_arvensis,Alauda_arvensis,Alauda_arvensis,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,7.106598985,92.89340102,0,0,,,NA,NA,NA,3.54,NA,NA,NA,NA,NA,44,NA,44,NA,NA,155.76,NA,NA,155.76,144.6907614,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (04),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Charadriiformes,Charadriidae,Wrybill,Anarhynchus_frontalis,Anarhynchus_frontalis,Anarhynchus_frontalis,NA,VU,VU,Threatened,Threatened,NA,,New Zealand,-40.9006,174.886,Wild,,Natural,No,No,No,No,No,No,No,No,1.816914498,98.1830855,0,0,,,NA,NA,NA,1.975,NA,NA,NA,NA,NA,29,NA,29,NA,NA,57.275,NA,NA,57.275,56.23436222,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (05),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Anseriformes,Anatidae,Auckland Teal/Auckland Island Teal,Anas_aucklandica,Anas_aucklandica,Anas_aucklandica,NA,VU,VU,Threatened,Threatened,NA,,New Zealand,-40.9006,174.886,Wild,,Natural,No,No,No,No,No,No,No,No,1.737918216,98.26208178,0,0,,,NA,NA,NA,5,NA,NA,NA,NA,NA,32,NA,32,NA,NA,160,NA,NA,160,157.2193309,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (06),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Anseriformes,Anatidae,Campbell Teal/Campbell Island Teal,Anas_nesiotis,Anas_nesiotis,Anas_nesiotis,NA,EN,EN,Threatened,Threatened,NA,,New Zealand,-40.9006,174.886,Wild,,Natural,No,No,No,No,No,No,No,No,11.53345725,88.46654275,0,0,,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,13,NA,NA,NA,44.2,NA,44.2,39.1022119,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (07),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Anseriformes,Anatidae,Canada Goose,Branta_canadensis,Branta_canadensis,Branta_canadensis,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,25,75,0,0,,,NA,NA,NA,5.175,NA,NA,NA,NA,NA,141,NA,141,NA,NA,729.675,NA,NA,729.675,547.25625,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (08),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Galliformes,Odontophoridae,California Quail,Callipepla_californica,Callipepla_californica,Callipepla_californica,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,4.653130288,95.34686971,0,0,,,NA,NA,NA,13.7666665,NA,NA,NA,NA,NA,10,NA,10,NA,NA,137.666665,NA,NA,137.666665,131.2608557,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (09),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Passeriformes,Fringillidae,European Goldfinch,Carduelis_carduelis,Carduelis_carduelis,Carduelis_carduelis,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,3.72250423,96.27749577,0,0,,,NA,NA,NA,4.725,NA,NA,NA,NA,NA,420,NA,420,NA,NA,1984.5,NA,NA,1984.5,1910.626904,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (10),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Passeriformes,Fringillidae,European Greenfinch,Carduelis_chloris,Carduelis_chloris,Carduelis_chloris,NA,LC,LC,Non-threatened,Non-threatened,NA,,New Zealand,-40.9006,174.886,Wild,Introduced Species,Natural,No,No,No,No,No,No,No,No,7.44500846,92.55499154,0,0,,,NA,NA,NA,4.7375,NA,NA,NA,NA,NA,109,NA,109,NA,NA,516.3875,NA,NA,516.3875,477.9424069,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (11),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Charadriiformes,Charadriidae,Northern Red-breasted Plover/Northern New Zealand Dotterel,Charadrius_aquilonius/Charadrius_obscurus_aquilonius,Charadrius_aquilonius,Charadrius_obscurus,SUBSPECIES,NT,NT,Non-threatened,Non-threatened,NA,VU (NZTCS = 3 Nationally vulnerable; Status criteria: 1; Trend criteria: 1),New Zealand,-40.9006,174.886,Wild,,Natural,No,No,No,No,No,No,No,No,2.290892193,97.70910781,0,0,,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,24,NA,NA,NA,60,NA,60,58.62546468,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (12),Hatching failure increases with severity of population bottlenecks in birds,NO,YES,YES,NA,NA,NA,Charadriiformes,Scolopacidae,Chatham Snipe,Coenocorypha_pusilla,Coenocorypha_pusilla,Coenocorypha_pusilla,NA,VU,VU,Threatened,Threatened,NA,,New Zealand,-40.9006,174.886,Wild,,Natural,No,No,No,No,No,No,No,No,0.078996283,99.92100372,0,0,,,NA,NA,NA,2.045,NA,NA,NA,NA,NA,11,NA,11,NA,NA,22.495,NA,NA,22.495,22.47722979,"Proportion of eggs in a nest that failed to hatch relative to the number present at hatching. Failed eggs include both unfertilized eggs as well as those that died as embryos. This measure excluded eggs that failed because of predation, desertion, or abiotic factors such as windstorms or floods.","""","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,Not stated,NA
